id,name,lat,long,size
504181,Zemianske Sady,48.3261,17.8228,706
556441,Zemianske Podhradie,48.8423,17.8332,585
514454,Zemianske Kostoľany,48.683,18.5261,1462
501417,Zemianska Olča,47.8101,17.8639,2037
502995,Žemberovce,48.2583,18.7417,1050
516571,Želovce,48.1246,19.3561,1066
519995,Želmanovce,49.1193,21.4246,266
502987,Želiezovce,48.0471,18.6546,6531
519987,Železník,49.093,21.5041,365
518981,Železná Breznica,48.6164,19.0122,452
507776,Zeleneč,48.3319,17.5987,2175
526657,Žehra,48.9796,20.7913,1031
525499,Žehňa,48.9166,21.3408,633
524131,Ždiar,49.2716,20.2621,1162
522261,Ždaňa,48.6023,21.3462,1072
518131,Zbyňov,49.1213,18.6464,690
523356,Zbudza,48.8135,21.8923,443
521086,Zbudské Dlhé,49.075,21.9614,436
521078,Zbudská Belá,49.1509,21.9417,107
502979,Zbrojníky,48.1107,18.704,425
509531,Zborov nad Bystricou,49.3808,18.8843,1757
519961,Zborov,49.3702,21.3073,2116
521060,Zbojné,49.1376,21.9958,149
521051,Zboj,49.0283,22.4814,314
523372,Žbince,48.6665,21.8787,697
500950,Zbehy,48.3681,18.0157,1824
543985,Zbehňov,48.6903,21.6282,256
510211,Zázrivá,49.2748,19.1531,2191
504980,Závod,48.5441,17.0311,2319
511196,Závažná Poruba,49.0538,19.6492,1049
507768,Zavar,48.3511,17.6746,1742
509124,Závadka nad Hronom,48.8503,19.9114,1875
521043,Závadka,48.9274,21.8419,428
523348,Závadka,48.7664,20.6197,361
526631,Závadka,48.8663,20.6197,381
505773,Závada,48.6415,22.0719,519
516554,Závada,48.2896,19.4871,381
529273,Závada,49.1729,21.7856,71
543977,Zatín,48.4754,21.9038,634
510254,Žaškov,49.1785,19.2122,1320
513822,Záskalie,49.1359,18.5175,146
517381,Žarnovica,48.4884,18.7078,5002
522252,Žarnov,48.5826,20.924,352
513814,Záriečie,49.1783,18.2509,579
529265,Zámutov,48.9,21.5523,2120
556475,Zamarovce,48.9093,18.051,745
523241,Zalužice,48.7608,21.9926,935
529290,Žalobín,48.9687,21.7283,594
524115,Zálesie,49.324,20.39,67
555509,Zálesie,48.1674,17.2776,1340
502961,Zalaba,47.9622,18.7007,132
524123,Žakovce,49.0821,20.3971,647
509523,Zákopčie,49.4057,18.7316,1418
526649,Žakarovce,48.8788,20.9245,572
510203,Zákamenné,49.3853,19.3044,3769
525456,Záhradné,49.0894,21.2677,782
508365,Záhorská Ves,48.3815,16.8495,1431
516546,Záhorce,48.1119,19.3387,575
523330,Záhor,48.6232,22.1955,550
515817,Zádor,48.3214,20.2414,100
559881,Zádiel,48.6147,20.8329,155
557927,Zacharovce,48.4062,20.0537,328
525448,Záborské,48.9464,21.2889,514
512818,Záborie,49.0366,18.9853,128
505803,Žabokreky nad Nitrou,48.6263,18.3027,1348
512834,Žabokreky,49.0282,18.9151,987
510190,Zábiedovo,49.3208,19.607,614
560103,Vysoké Tatry,49.1375,20.2182,4228
508349,Vysoká pri Morave,48.3297,16.9118,1764
523291,Vysoká nad Uhom,48.6277,22.0937,688
509515,Vysoká nad Kysucou,49.3803,18.5482,2232
517372,Vysoká,48.4125,18.7904,104
525421,Vysoká,49.1241,20.8875,109
505765,Vysočany,48.6785,18.3194,111
529257,Vyšný Žipov,48.9856,21.5873,926
519952,Vyšný Tvarožec,49.3854,21.1945,97
526614,Vyšný Slavkov,49.0734,20.853,251
515809,Vyšný Skálnik,48.4629,19.965,132
528081,Vyšný Orlík,49.3435,21.5021,331
528072,Vyšný Mirošov,49.3865,21.4459,445
582093,Vyšný Medzev,48.7141,20.9018,468
510181,Vyšný Kubín,49.1821,19.3162,540
519944,Vyšný Kručov,49.1667,21.1,115
528064,Vyšný Komárnik,49.4027,21.7034,69
522210,Vyšný Klátov,48.7445,21.1241,375
529117,Vyšný Kazimír,48.9395,21.6808,158
521035,Vyšný Hrušov,48.9928,22.0112,382
560073,Vyšný Hrabovec,49.0891,21.6872,143
522201,Vyšný Čaj,48.6839,21.3994,260
557901,Vyšné Valice,48.4588,20.1888,212
527092,Vyšné Ružbachy,49.3032,20.5663,1092
526606,Vyšné Repaše,49.0672,20.6875,94
523321,Vyšné Remety,48.8261,22.1666,326
523313,Vyšné Nemecké,48.6611,22.2638,180
502952,Vyšné nad Hronom,48.1634,18.5849,152
521027,Vyšné Ladičkovce,49.0389,21.8906,174
519928,Vyšná Voľa,49.2496,21.3618,320
526347,Vyšná Slaná,48.7859,20.3167,406
529249,Vyšná Sitnica,49.0969,21.7879,308
525430,Vyšná Šebastová,49.0142,21.3261,907
523305,Vyšná Rybnica,48.8216,22.177,320
519910,Vyšná Polianka,49.4309,21.3484,102
528056,Vyšná Pisaná,49.402,21.6135,69
528048,Vyšná Olšava,49.1586,21.6037,478
522198,Vyšná Myšľa,48.6341,21.3875,770
522180,Vyšná Kamenica,48.7802,21.4855,214
528030,Vyšná Jedľová,49.3478,21.541,161
521019,Vyšná Jablonka,49.1562,22.0994,63
522171,Vyšná Hutka,48.6754,21.3542,350
511188,Vyšná Boca,48.9256,19.7523,112
502944,Vyškovce nad Ipľom,48.0558,18.8657,541
528021,Vyškovce,49.2505,21.6705,128
521001,Výrava,49.1917,22.0056,164
517364,Vyhne,48.5067,18.8001,1083
524093,Vydrník,49.0013,20.4065,755
557498,Vydrná,49.2025,18.2502,288
502014,Vydrany,48.0212,17.5864,1316
511170,Východná,49.0589,19.8903,1808
500941,Výčapy-Opatovce,48.4077,18.0857,1751
524085,Výborná,49.2338,20.397,644
522163,Vtáčkovce,48.8435,21.3794,631
557358,Vrútky,49.1114,18.9244,6028
557625,Vršatské Podhradie,49.0645,18.1532,220
512796,Vrícko,48.9696,18.7061,389
513784,Vrchteplá,49.1301,18.5629,229
516538,Vrbovka,48.0903,19.4081,312
507750,Vrbové,48.6216,17.7231,5037
504971,Vrbovce,48.7995,17.469,1329
501409,Vrbová nad Váhom,47.8489,18.0508,454
524077,Vrbov,49.0884,20.4227,986
523283,Vrbnica,48.6802,21.8828,564
544051,Vranov nad Topľou,48.8875,21.6853,17714
502006,Vrakúň,47.9386,17.6042,2194
504963,Vrádište,48.824,17.1918,630
500933,Vráble,48.2437,18.3082,7569
504173,Vozokany,48.1022,17.6887,962
505757,Vozokany,48.5676,17.995,273
517356,Voznica,48.4609,18.6977,528
500925,Volkovce,48.3377,18.4551,716
520993,Volica,49.1514,21.9225,259
523275,Voľa,48.8447,21.8497,200
528013,Vojtovce,49.2054,21.6931,100
523267,Vojnatina,48.7341,22.2284,206
524069,Vojňany,49.2487,20.4403,202
543721,Vojkovce,48.9552,20.8613,354
501999,Vojka nad Dunajom,47.9727,17.3839,452
543969,Vojka,48.4624,21.9148,367
543951,Vojčice,48.6794,21.7124,1615
543942,Vojany,48.5702,21.9876,630
507741,Voderady,48.2773,17.5588,1156
515779,Vlkyňa,48.2808,20.3006,242
508331,Vlky,48.1581,17.3675,362
524051,Vlkovce,49.0493,20.4992,341
524042,Vlková,49.0584,20.4335,516
556025,Vlkas,48.1265,18.2772,276
557293,Vlkanová,48.6683,19.1469,1063
556513,Vlčkovce,48.3097,17.6524,1062
504165,Vlčany,48.031,17.9469,2772
528005,Vladiča,49.2913,21.7747,60
511153,Vlachy,49.0935,19.4738,493
526339,Vlachovo,48.7732,20.4118,738
529231,Vlača,49.0495,21.5104,198
543713,Vítkovce,48.9285,20.7209,370
520985,Víťazovce,49.0102,21.8013,271
525413,Víťaz,48.9726,20.9582,1497
510173,Vitanová,49.3542,19.7316,973
508322,Vištuk,48.3346,17.3953,1128
513776,Visolaje,49.0706,18.3637,741
506672,Višňové,48.7259,17.7529,140
515761,Višňové,48.5158,20.1865,49
518093,Višňové,49.1629,18.7791,2254
543934,Višňov,48.7488,21.6689,192
527998,Vislava,49.2786,21.6624,177
527084,Vislanka,49.2345,20.8613,212
555827,Virt,47.7526,18.3242,241
508314,Vinosady,48.3095,17.2876,1004
504157,Vinohrady nad Váhom,48.3075,17.7639,1341
500917,Vinodol,48.192,18.2103,1538
523259,Vinné,48.8087,21.9662,1430
508306,Viničné,48.2722,17.3013,1836
543926,Viničky,48.3985,21.7435,418
516520,Vinica,48.1166,19.12,1590
524034,Vikartovce,48.9939,20.1539,1325
518930,Vígľašská Huta-Kalinka,48.494,19.2792,303
518921,Vígľaš,48.5554,19.2935,1372
500909,Vieska nad Žitavou,48.3162,18.3617,405
515752,Vieska nad Blhom,48.3513,20.1984,129
516511,Vieska,48.2625,19.4663,169
555746,Vieska,48.0028,17.5282,369
557307,Vidiná,48.3614,19.652,1511
511145,Veterná Poruba,49.1091,19.6763,319
507725,Veselé,48.5481,17.7331,956
524026,Vernár,48.9179,20.2706,509
505749,Velušovce,48.6296,18.097,430
520977,Veľopolie,48.9918,21.9522,293
525391,Veľký Slivník,49.1136,21.2749,240
524018,Veľký Slavkov,49.0958,20.2795,1000
525405,Veľký Šariš,49.0397,21.1941,4143
501522,Veľký Meder,47.8564,17.7704,7337
516503,Veľký Lom,48.3397,19.3713,139
527076,Veľký Lipník,49.3737,20.503,757
555860,Veľký Lapáš,48.2901,18.1857,1004
503380,Veľký Kýr,48.184,18.1562,2583
515850,Veľký Krtíš,48.2112,19.3413,9796
505731,Veľký Klíž,48.5511,18.3666,769
543918,Veľký Kamenec,48.3611,21.8054,650
543900,Veľký Horeš,48.3857,21.907,830
504149,Veľký Grob,48.251,17.4939,1084
543705,Veľký Folkmar,48.8565,21.0137,757
502936,Veľký Ďur,48.2072,18.4457,1080
500895,Veľký Cetín,48.2214,18.1955,1394
512788,Veľký Čepčín,48.8944,18.8092,195
515744,Veľký Blh,48.445,20.1171,782
508292,Veľký Biel,48.2143,17.3606,1951
527980,Veľkrop,49.2401,21.7473,174
516490,Veľké Zlievce,48.2022,19.4517,375
500887,Veľké Zálužie,48.3096,17.939,3408
555932,Veľké Vozokany,48.3208,18.4112,395
504131,Veľké Úľany,48.1669,17.5748,3670
505722,Veľké Uherce,48.6078,18.4366,1675
502928,Veľké Turovce,48.108,18.9458,636
543896,Veľké Trakany,48.3925,22.0939,1162
515736,Veľké Teriakovce,48.4336,19.9663,762
558214,Veľké Straciny,48.1963,19.3954,143
543888,Veľké Slemence,48.5096,22.147,463
518085,Veľké Rovné,49.2911,18.5833,3049
505714,Veľké Ripňany,48.5008,17.9809,1778
523232,Veľké Revištia,48.7456,22.093,412
543870,Veľké Raškovce,48.5554,21.9108,272
517348,Veľké Pole,48.5411,18.5644,304
543861,Veľké Ozorovce,48.6629,21.6117,580
556572,Veľké Orvište,48.6196,17.7946,891
502910,Veľké Ludince,47.9635,18.5089,1288
503631,Veľké Lovce,48.0609,18.3345,1579
504947,Veľké Leváre,48.5032,17.0017,3017
505706,Veľké Kršteňany,48.645,18.4144,477
581160,Veľké Kozmálovce,48.2722,18.537,581
507709,Veľké Kostoľany,48.5105,17.7228,2224
501387,Veľké Kosihy,47.7653,17.8833,835
543853,Veľké Kapušany,48.5536,22.0789,7478
505684,Veľké Hoste,48.6792,18.1585,485
555673,Veľké Dvorníky,48.0002,17.653,887
505676,Veľké Dvorany,48.5603,18.069,605
545651,Veľké Držkovce,48.7338,18.1814,541
512010,Veľké Dravce,48.346,19.8397,527
500518,Veľké Chyndice,48.2895,18.2853,289
505692,Veľké Chlievany,48.7038,18.2267,382
511137,Veľké Borové,49.1979,19.5195,70
501981,Veľké Blahovo,48.01,17.5796,1182
506656,Veľké Bierovce,48.8525,17.9831,541
516473,Veľká Ves nad Ipľom,48.0797,19.0851,341
512001,Veľká Ves,48.381,19.675,376
513806,Veľká Tŕňa,48.4677,21.6786,379
501972,Veľká Paka,48.0395,17.4074,713
511994,Veľká nad Ipľom,48.2628,19.6188,739
504122,Veľká Mača,48.2436,17.6923,2189
581585,Veľká Lúka,48.6297,19.1683,443
524000,Veľká Lomnica,49.1115,20.3604,2930
522155,Veľká Lodina,48.8597,21.1566,239
527068,Veľká Lesná,49.3342,20.437,339
517330,Veľká Lehota,48.4618,18.5617,966
522147,Veľká Ida,48.5977,21.1674,2153
506648,Veľká Hradná,48.7701,18.14,544
523992,Veľká Franková,49.3358,20.2978,255
500844,Veľká Dolina,48.1851,18.0314,561
518077,Veľká Čierna,49.0921,18.5898,283
514438,Veľká Čausa,48.7775,18.6944,380
516465,Veľká Čalomija,48.0693,19.202,514
510165,Veličná,49.2052,19.2451,873
500836,Velčice,48.4156,18.304,672
543845,Veľaty,48.5213,21.6615,712
529222,Vechec,48.8723,21.6251,1649
515728,Večelkov,48.1626,19.9346,216
515710,Včelince,48.3857,20.3043,636
511129,Važec,49.0596,19.9801,1876
511111,Vavrišovo,49.0707,19.7614,520
529214,Vavrinec,49.0496,21.5961,66
510157,Vavrečka,49.3844,19.4694,1056
510149,Vasiľov,49.3489,19.3839,613
518069,Varín,49.2022,18.8723,2880
525383,Varhaňovce,48.8558,21.3642,828
527971,Varechovce,49.2245,21.8059,140
519901,Varadka,49.4117,21.3853,136
527963,Vápeník,49.3932,21.5412,47
518964,Vaniškovce,49.1635,21.3003,314
509094,Vaľkovňa,48.8346,20.0684,246
527955,Valkovce,49.172,21.5291,181
515795,Valice,48.449,20.1964,209
520951,Valentovce,49.178,21.9522,62
512761,Valča,49.0036,18.8424,1335
511102,Valaská Dubová,49.1406,19.2928,635
514420,Valaská Belá,48.8866,18.3966,1869
509086,Valaská,48.8151,19.5744,3087
522139,Valaliky,48.6423,21.2919,3165
522121,Vajkovce,48.7837,21.321,545
504114,Váhovce,48.2516,17.7805,1770
527947,Vagrinec,49.3142,21.6264,113
506630,Vaďovce,48.7378,17.7226,627
525375,Uzovský Šalgov,49.0903,21.0609,473
525367,Uzovské Pekľany,49.0864,21.0235,284
515701,Uzovská Panica,48.4183,20.1413,462
525359,Uzovce,49.0921,21.1809,406
580317,Utekáč,48.6031,19.8047,887
505641,Urmince,48.534,18.0978,1167
504939,Unín,48.7259,17.213,976
518905,Uňatín,48.2949,19.0634,144
543691,Uloža,49.0434,20.645,170
520942,Uličské Krivé,48.9914,22.4381,204
520934,Ulič,48.9632,22.4237,762
556050,Úľany nad Žitavou,48.106,18.2374,1321
505633,Uhrovské Podhradie,48.7636,18.3797,43
505625,Uhrovec,48.7442,18.3378,1287
511978,Uhorské,48.4711,19.7495,439
511099,Uhorská Ves,49.0584,19.6832,405
543683,Úhorná,48.7053,20.6753,127
502898,Uhliská,48.4019,18.7529,177
527050,Údol,49.2919,20.8084,318
513741,Udiča,49.1649,18.3992,1786
520926,Udavské,48.9739,21.9656,1024
523224,Úbrež,48.787,22.1276,513
520918,Ubľa,48.8992,22.3918,626
503614,Tvrdošovce,48.095,18.0638,4378
510114,Tvrdošín,49.3336,19.5549,7010
505617,Tvrdomestice,48.638,18.134,378
523984,Tvarožná,49.0857,20.4731,517
514411,Tužina,48.8944,18.6156,1018
523216,Tušická Nová Ves,48.7169,21.7517,451
523208,Tušice,48.7255,21.7488,572
509507,Turzovka,49.4053,18.6268,6054
518891,Turová,48.5986,19.0531,340
521779,Turnianska Nová Ves,48.5776,20.8875,278
559784,Turňa nad Bodvou,48.6004,20.8777,2691
507407,Turík,49.1096,19.3807,186
518051,Turie,49.1493,18.753,1548
508284,Tureň,48.1903,17.3918,886
557269,Turecká,48.8485,19.0878,131
520900,Turcovce,49.0527,21.8464,254
526321,Turčok,48.6406,20.1487,203
512753,Turčiansky Peter,49.029,18.8895,335
512737,Turčiansky Ďur,48.953,18.8415,148
512729,Turčianske Teplice,48.8636,18.8633,5688
512711,Turčianske Kľačany,49.1159,18.9483,751
545961,Turčianske Jaseno,49.0299,18.9891,312
512702,Turčianska Štiavnička,49.0858,19.022,730
556271,Turčianky,48.5811,18.3208,133
512699,Turček,48.758,18.9235,574
527939,Turany nad Ondavou,49.1007,21.6535,317
512681,Turany,49.1167,19.0368,3650
502880,Turá,48.1561,18.5817,201
502871,Tupá,48.1076,18.8898,484
525341,Tulčík,49.0889,21.3123,1035
525332,Tuhrina,48.8978,21.4063,309
511943,Tuhár,48.4285,19.5079,314
513725,Tuchyňa,49.0408,18.2171,623
507687,Trstín,48.5272,17.4632,1173
504106,Trstice,48.017,17.8057,3181
522104,Trstené pri Hornáde,48.5732,21.3341,1166
511072,Trstené,49.1122,19.6191,199
501964,Trstená na Ostrove,47.9195,17.5001,488
510106,Trstená,49.3614,19.6139,5684
522091,Trsťany,48.7585,21.4061,228
518883,Trpín,48.2959,19.1391,98
519880,Tročany,49.1824,21.322,243
512672,Trnovo,49.0166,18.8606,218
504092,Trnovec nad Váhom,48.1472,17.9272,2238
504912,Trnovec,48.7998,17.1885,256
525324,Trnkov,49.0334,21.3573,180
518875,Tŕnie,48.606,19.0317,308
501956,Trnávka,48.0147,17.4058,399
543829,Trnávka,48.7051,21.6201,147
523194,Trnava pri Laborci,48.818,21.9326,465
517313,Trnavá Hora,48.5917,18.9536,958
506745,Trnava,48.3804,17.5878,54314
523186,Trhovište,48.6994,21.8052,1254
555576,Trhová Hradská,47.9903,17.7481,1833
505820,Trenčín,48.8944,18.0408,46509
506613,Trenčianske Teplice,48.9097,18.1678,3761
545741,Trenčianske Stankovce,48.8398,17.985,2541
506605,Trenčianske Mitice,48.8044,18.1137,630
506591,Trenčianske Jastrabie,48.8014,18.1117,1048
506583,Trenčianske Bohuslavice,48.8026,17.8581,806
506567,Trenčianska Turná,48.8503,18.0185,2516
506559,Trenčianska Teplá,48.9332,18.1179,3372
557340,Trenč,48.2237,19.5776,321
516457,Trebušovce,48.116,19.2001,168
512664,Trebostovo,49.0247,18.8613,409
528099,Trebišov,48.6234,21.72,17537
505595,Trebichava,48.8218,18.3002,51
511927,Trebeľovce,48.2843,19.715,721
522082,Trebejov,48.8352,21.2195,166
507679,Trebatice,48.598,17.7526,1094
501379,Trávnik,47.7763,17.7984,573
503606,Trávnica,48.1373,18.3351,986
507661,Trakovice,48.4393,17.7095,1204
580457,Tovarníky,48.5702,18.147,1204
529206,Tovarnianska Polianka,48.8993,21.7725,95
529192,Tovarné,48.9123,21.7577,805
543675,Torysky,49.0967,20.6764,279
525316,Torysa,49.16,20.8783,1057
515612,Tornaľa,48.4222,20.3274,5969
523976,Toporec,49.2646,20.4914,1304
520896,Topoľovka,48.9238,21.8135,648
501921,Topoľníky,47.9705,17.7853,2520
504084,Topoľnica,48.1708,17.7957,700
500828,Topoľčianky,48.4227,18.4092,2358
504998,Topoľčany,48.5615,18.1716,22780
520888,Topoľa,49.0442,22.3557,147
501361,Tôň,47.8043,17.839,669
511919,Tomášovce,48.3748,19.6175,1166
515698,Tomášovce,48.3925,20.1529,153
508276,Tomášov,48.1424,17.3367,2030
504076,Tomášikovo,48.083,17.694,1282
527921,Tokajík,49.1069,21.7085,96
511901,Točnica,48.4132,19.6412,285
502863,Tlmače,48.289,18.531,3257
515680,Tisovec,48.6806,19.9429,3272
527912,Tisinec,49.2221,21.6371,323
505579,Timoradza,48.8116,18.2366,417
525308,Tichý Potok,49.1478,20.7869,282
523178,Tibava,48.7412,22.2093,451
504068,Tešedíkovo,48.1062,17.8464,3146
500810,Tesárske Mlyňany,48.3368,18.3566,1389
505561,Tesáre,48.6019,18.0886,620
525294,Terňa,49.1112,21.2372,861
525286,Teriakovce,48.9895,21.3096,469
518042,Terchová,49.2589,19.0292,3396
518867,Terany,48.1792,18.8932,507
515671,Teplý Vrch,48.47,20.1015,257
556645,Tepličky,48.4661,17.8527,248
518034,Teplička nad Váhom,49.2259,18.7964,3101
543667,Teplička,48.9086,20.59,903
514403,Temeš,48.8685,18.4774,205
555967,Telince,48.2312,18.3684,294
509051,Telgárt,48.8517,20.1884,1112
502847,Tekovský Hrádok,48.1673,18.552,286
517305,Tekovské Nemce,48.3572,18.5312,856
502821,Tekovské Lužany,48.0987,18.5402,2334
517291,Tekovská Breznica,48.3849,18.617,1054
556611,Tekolďany,48.4927,17.9036,132
502812,Tehla,48.1849,18.3865,425
580368,Tatranská Javorina,49.2685,20.1446,203
523160,Tašuľa,48.6594,22.1686,165
519871,Tarnov,49.3204,21.1697,321
510092,Ťapešovo,49.3731,19.4492,508
509060,Tajov,48.746,19.0699,491
500798,Tajná,48.2629,18.3617,250
515663,Tachty,48.1539,19.9402,424
509493,Svrčinovec,49.481,18.792,2739
556238,Svrbice,48.5227,17.8867,170
511064,Švošov,49.1251,19.1975,636
503568,Svodín,47.9111,18.4992,2047
523925,Svit,49.059,20.2077,6195
506532,Svinná,48.786,18.1635,1295
543811,Svinice,48.4572,21.8814,191
522040,Svinica,48.7317,21.4598,706
525171,Svinia,49.0102,21.1254,1067
527106,Svidník,49.3056,21.5681,8844
527858,Svidnička,49.3843,21.5691,120
520861,Svetlice,49.1706,22.0405,122
519839,Sveržov,49.3359,21.1579,413
518913,Sverepec,49.0784,18.4049,954
543659,Švedlár,48.8125,20.7107,1478
518000,Svederník,49.263,18.6445,885
501115,Svätý Peter,47.8466,18.2636,2223
511048,Svätý Kríž,49.0518,19.5347,661
507989,Svätý Jur,48.2543,17.2119,4533
516597,Svätý Anton,48.4176,18.9392,992
528650,Svätuše,48.4292,21.9194,685
523143,Svätuš,48.6836,22.143,105
555991,Svätoplukovo,48.2279,18.0547,1108
528153,Svätá Mária,48.4327,21.844,468
523950,Švábovce,49.0294,20.3581,952
512656,Šútovo,49.151,19.0832,425
514390,Šútovce,48.8014,18.5368,355
515604,Sútor,48.3517,20.122,325
515591,Sušany,48.4119,19.8904,367
507636,Šúrovce,48.3329,17.7174,1904
511897,Šurice,48.2333,19.9167,420
500780,Šurianky,48.4246,18.0211,493
503592,Šurany,48.0884,18.1793,8400
524107,Šuňava,49.0312,20.0824,1504
509043,Šumiac,48.8401,20.1299,1041
505510,Súlovce,48.4634,18.1733,409
517992,Súľov-Hradná,49.1647,18.5881,784
527025,Sulín,49.3635,20.755,290
516449,Šuľa,48.3548,19.406,70
520853,Sukov,49.2182,21.8744,104
581712,Šuja,49.0709,18.6297,259
518841,Súdovce,48.209,18.8358,165
518832,Sudince,48.2141,18.8742,58
508241,Suchohrad,48.4067,16.8567,597
516422,Suché Brezovo,48.3086,19.3587,77
523135,Suché,48.7659,21.8381,333
516414,Sucháň,48.3131,19.2222,209
507571,Suchá nad Parnou,48.4099,17.4899,1643
510076,Suchá Hora,49.3658,19.7904,964
559989,Suchá Dolina,48.9151,21.1448,160
512648,Sučany,49.0985,18.9914,3840
501913,Štvrtok na Ostrove,48.0983,17.3556,1478
506541,Štvrtok,48.8202,17.8819,296
503584,Štúrovo,47.7996,18.7133,8885
513687,Stupné,49.1942,18.441,551
508233,Stupava,48.2749,17.0319,8336
519821,Stuľany,49.1432,21.4056,464
504874,Studienka,48.5275,17.1358,1443
543641,Studenec,49.0131,20.7699,384
515582,Studená,48.1614,19.9584,201
527840,Stropkov,49.2026,21.6518,8062
527831,Stročín,49.2654,21.5966,385
515655,Štrkovec,48.3604,20.3239,291
520845,Strihovce,48.8969,22.2791,149
557471,Streženice,49.109,18.3076,757
523127,Stretavka,48.6209,21.9884,167
523119,Stretava,48.6446,22.0048,493
509027,Strelníky,48.7238,19.393,660
503550,Strekov,47.9037,18.4181,1664
516406,Stredné Plachtince,48.2269,19.2922,528
543802,Streda nad Bodrogom,48.3794,21.758,1995
517984,Strečno,49.1869,18.8631,2087
523933,Štrba,49.059,20.0799,3458
523101,Strážske,48.8743,21.8408,3549
543799,Strážne,48.3641,21.8659,511
517976,Stráža,49.2245,18.9089,535
526291,Stratená,48.8712,20.3384,124
517968,Stránske,49.1194,18.7053,631
515566,Stránska,48.4035,20.281,269
523909,Stráne pod Tatrami,49.1584,20.3671,950
517950,Stráňavy,49.1723,18.8205,1540
527017,Stráňany,49.3678,20.541,158
518824,Stožok,48.5272,19.3596,780
522074,Štós,48.7101,20.7864,602
559890,Štôla,49.0923,20.1406,423
526312,Štítnik,48.6577,20.3651,1206
582719,Štitáre,48.3497,18.1598,613
518018,Štiavnik,49.2443,18.4652,3206
517283,Štiavnické Bane,48.4394,18.8653,759
511056,Štiavnička,49.0697,19.3428,520
556548,Šterusy,48.6025,17.6785,418
527904,Štefurov,49.1757,21.5084,96
581691,Štefanovičová,48.1856,18.0854,247
525278,Štefanovce,49.0394,20.9747,162
529184,Štefanovce,48.96,21.774,103
508268,Štefanová,48.3846,17.3975,303
510084,Štefanov nad Oravou,49.3617,19.5409,498
504904,Štefanov,48.6784,17.2004,1289
519812,Stebník,49.3786,21.2687,255
519804,Stebnícka Huta,49.4148,21.2473,188
527823,Staškovce,49.2798,21.7548,190
509485,Staškov,49.4217,18.6953,2154
502766,Starý Tekov,48.2451,18.5357,1188
502758,Starý Hrádok,48.1503,18.6364,150
527009,Starina,49.3275,20.8283,54
509019,Staré Hory,48.8386,19.1144,492
523097,Staré,48.8603,21.8752,650
543632,Stará Voda,48.8001,20.6758,190
506524,Stará Turá,48.7809,17.6874,7921
504866,Stará Myjava,48.792,17.5887,621
526665,Stará Ľubovňa,49.3022,20.6905,12221
523887,Stará Lesná,49.1362,20.3065,748
506516,Stará Lehota,48.6528,17.9502,216
517267,Stará Kremnička,48.6018,18.8885,865
518816,Stará Huta,48.4747,19.3437,285
511846,Stará Halič,48.3668,19.5742,496
509477,Stará Bystrica,49.347,18.9406,2200
515540,Stará Bašta,48.1809,19.946,285
543781,Stankovce,48.7646,21.6583,134
511030,Stankovany,49.1456,19.1708,1009
513849,Stanča,48.569,21.6578,326
520811,Stakčínska Roztoka,48.9997,22.2818,279
520829,Stakčín,49.0018,22.2291,1973
501352,Šrobárová,47.804,18.3251,415
543624,Spišský Štvrtok,49.002,20.4679,1833
